name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
TotalCapitalization,"18,083,900,000","12,325,000,000","14,215,600,000","18,528,200,000","15,700,500,000","14,667,500,000","13,776,500,000","12,892,200,000","9,514,305,000","8,662,466,000","7,992,612,000","4,822,773,000","4,177,935,000","3,483,968,000","2,474,524,000","2,635,819,000","2,513,588,035.79","2,537,885,685.76","2,092,804,705.96","2,207,303,062.64","1,997,778,685.97","2,398,421,554.42","2,766,528,067.11","1,787,869,883.14","1,400,349,489","767,990,862","432,545,022","299,694,310","155,670,036"
CommonStockEquity,"13,452,400,000","8,810,800,000","10,140,600,000","13,865,400,000","12,592,200,000","11,641,000,000","10,776,400,000","9,820,400,000","8,388,831,000","7,512,590,000","6,922,427,000","4,066,893,000","3,444,154,000","2,773,908,000","1,774,768,000","1,988,769,000","1,910,623,257.91","2,156,453,174.41","1,710,537,443.29","1,390,574,011.52","1,139,214,691.75","1,314,646,892.22","1,228,422,390.9","968,573,747.94","611,280,229","497,271,312","432,545,022","299,694,310","147,636,963"
NetTangibleAssets,"8,122,100,000","3,412,800,000","4,632,900,000","8,187,400,000","6,946,700,000","5,995,900,000","5,069,300,000","3,623,500,000","5,026,109,000","4,431,215,000","4,136,204,000","3,907,782,000","3,289,744,000","2,618,971,000","1,625,178,000","1,830,624,000","1,743,895,119.61","2,138,376,964.08","1,685,613,412.09","1,358,779,265.84","1,124,649,799.46","1,300,586,772.84","1,210,013,869.01","950,907,581.86","591,305,050","497,271,312","432,545,022","299,694,310","147,636,963"
WorkingCapital,"8,119,200,000","5,081,300,000","5,892,200,000","9,326,500,000","7,437,000,000","6,739,500,000","5,715,800,000","5,276,800,000","4,600,529,000","4,257,335,000","4,156,917,000","3,745,559,000","3,473,767,000","2,788,649,000","1,704,714,000","1,964,906,000","2,017,776,042.14","2,244,623,286.64","1,784,480,424.47","1,867,490,032.96","1,460,753,964.13","1,661,471,746.99","1,773,139,983.23","1,607,930,952.62","1,162,336,784","622,441,800","363,908,727","233,247,341","121,509,978"
InvestedCapital,"18,084,000,000","13,071,200,000","14,724,700,000","18,543,600,000","15,700,500,000","14,667,500,000","13,801,700,000","13,139,900,000","9,518,516,000","8,666,727,000","7,996,997,000","4,826,383,000","4,180,522,000","3,483,968,000","2,474,524,000","2,635,819,000","2,514,795,852.86","2,545,291,347.82","2,092,804,705.96","2,207,303,062.64","1,997,778,685.97","2,398,421,554.42","2,766,528,067.11","1,787,869,883.14","1,400,349,489","767,990,862","432,545,022","299,694,310","156,449,946"
TangibleBookValue,"8,122,100,000","3,412,800,000","4,632,900,000","8,187,400,000","6,946,700,000","5,995,900,000","5,069,300,000","3,623,500,000","5,026,109,000","4,431,215,000","4,136,204,000","3,907,782,000","3,289,744,000","2,618,971,000","1,625,178,000","1,830,624,000","1,743,895,119.61","2,138,376,964.08","1,685,613,412.09","1,358,779,265.84","1,124,649,799.46","1,300,586,772.84","1,210,013,869.01","950,907,581.86","591,305,050","497,271,312","432,545,022","299,694,310","147,636,963"
TotalDebt,"4,631,600,000","4,260,400,000","4,584,100,000","4,678,200,000","3,108,300,000","3,026,500,000","3,025,300,000","3,319,500,000","1,129,685,000","1,154,137,000","1,074,570,000","759,490,000","736,368,000","710,060,000","699,756,000","647,050,000","604,172,594.95","388,838,173.41","382,267,262.67","816,729,051.12","858,563,994.22","1,083,774,662.2","1,538,105,676.21","819,296,135.2","789,069,260","270,719,550",,,"8,812,983"
NetDebt,,,,,,,"766,300,000","412,600,000",,,,,,,,,,,,,,"415,455,848.23","625,842,540.04","108,130,735.44","186,037,488","120,651,390",,,
ShareIssued,"399,584,578","403,138,042","406,475,276","419,497,488","425,659,704","431,465,767","431,464,705","439,199,514","427,986,682","438,073,643","446,822,452","419,852,467","318,525,327","336,176,588","332,696,621","332,696,621","335,431,969","326,547,968","331,729,855","331,049,723","330,253,727","330,042,974","319,620,805","286,765,893","285,786,391","319,600,870","319,099,098","305,225,224","305,225,224"
OrdinarySharesNumber,"393,421,721","394,589,411","402,601,613","416,514,034","419,810,706","421,097,729","427,393,592","429,941,232","427,986,682","432,935,288","440,852,334","407,165,221","318,525,327","336,176,588","332,696,621","332,696,621","335,431,969","326,547,968","331,729,855","331,049,723","330,253,727","330,042,974","319,620,805","286,765,893","285,786,391","319,600,870","319,099,098","305,225,224","305,225,224"
TreasurySharesNumber,"6,162,857","8,548,631","3,873,663","2,983,454","5,848,998","10,368,038","4,071,113","9,258,282",,"5,138,355","5,970,118","12,687,246",,,,,,,,,,,,,,,,,
